condition_mesh_terms	Days	MeshSystem
Adenocarcinoma	1156	Neoplasms
Dyslipidemias	304	Nutritional and Metabolic
Tuberculosis	1599	Infections
Glaucoma	1127	Eye
Neoplasms	427	Neoplasms
Leukemia	2087	Neoplasms
Arthritis	1278	Musculoskeletal
Head and Neck Neoplasms	1300	Neoplasms
Hypertension	365	Cardiovascular
Carcinoma	2647	Neoplasms
Arthritis	793	Musculoskeletal
Carcinoma	2861	Neoplasms
Liver Diseases	1280	Digestive System
Fatty Liver	1280	Digestive System
Non-alcoholic Fatty Liver Disease	1280	Digestive System
Hepatitis	334	Digestive System
Psoriasis	1400	Skin and Connective Tissue
Hypertension	2011	Cardiovascular
Schizophrenia	458	Mental Disorders
Cognitive Dysfunction	458	Mental Disorders
Glioblastoma	2030	Neoplasms
Glioma	2030	Neoplasms
Carcinoma	1795	Neoplasms
Adenocarcinoma	1795	Neoplasms
Carcinoma	1247	Neoplasms
Leukemia	1767	Neoplasms
Ocular Hypertension	122	Eye
Depressive Disorder	731	Mental Disorders
Lung Diseases	274	Respiratory Tract
Malaria	578	Infections
Macular Edema	397	Eye
Osteoarthritis	184	Musculoskeletal
Acne Vulgaris	306	Skin and Connective Tissue
Cholangiocarcinoma	1930	Neoplasms
Dermatitis	458	Skin and Connective Tissue
Eczema	458	Skin and Connective Tissue
Hypertension	792	Cardiovascular
Heart Diseases	792	Cardiovascular
Osteoarthritis	427	Musculoskeletal
Lung Diseases	397	Respiratory Tract
Schizophrenia	580	Mental Disorders
Melanoma	2386	Neoplasms
Carcinoma	2747	Neoplasms
Depressive Disorder	641	Mental Disorders
Graft vs Host Disease	1736	Immune System
Hepatitis	1280	Digestive System
Leukemia	1402	Neoplasms
Hypertension	1065	Cardiovascular
Glioblastoma	1400	Neoplasms
Anxiety Disorders	611	Mental Disorders
Neoplasms	608	Neoplasms
Peripheral Nervous System Diseases	700	Nervous System
Arthritis	366	Musculoskeletal
Hepatitis	703	Digestive System
Carcinoma	1704	Neoplasms
Head and Neck Neoplasms	1704	Neoplasms
Liver Diseases	1218	Digestive System
Crohn Disease	670	Digestive System
Carcinoma	2421	Neoplasms
Head and Neck Neoplasms	2421	Neoplasms
Adenocarcinoma	610	Neoplasms
Parkinson Disease	306	Nervous System
Colitis	639	Digestive System
Sarcoma	2618	Neoplasms
Myelodysplastic Syndromes	1856	Hemic and Lymphatic
Glioblastoma	2710	Neoplasms
Irritable Bowel Syndrome	276	Digestive System
Primary Myelofibrosis	488	Hemic and Lymphatic
Melanoma	700	Neoplasms
Neoplasms	1559	Neoplasms
Osteoarthritis	275	Musculoskeletal
Parkinson Disease	1006	Nervous System
Malaria	670	Infections
Coronary Artery Disease	703	Cardiovascular
Leukemia	2241	Neoplasms
Lung Diseases	184	Respiratory Tract
Carcinoma	914	Neoplasms
Leukemia	1126	Neoplasms
Myelodysplastic Syndromes	1126	Hemic and Lymphatic
Lung Diseases	153	Respiratory Tract
Carcinoma	549	Neoplasms
Leukemia	1400	Neoplasms
Myelodysplastic Syndromes	1400	Hemic and Lymphatic
Hypercholesterolemia	366	Nutritional and Metabolic
Dyslipidemias	366	Nutritional and Metabolic
Irritable Bowel Syndrome	1127	Digestive System
Leukemia	1249	Neoplasms
Carcinoma	2577	Neoplasms
Hepatitis	670	Digestive System
Hypertension	519	Cardiovascular
Heart Failure	519	Cardiovascular
Hepatitis	1352	Digestive System
Schizophrenia	1188	Mental Disorders
Psychotic Disorders	1188	Mental Disorders
Cognitive Dysfunction	759	Mental Disorders
Macular Edema	914	Eye
Hypertension	945	Cardiovascular
Adenocarcinoma	943	Neoplasms
Leukemia	1370	Neoplasms
Acne Vulgaris	366	Skin and Connective Tissue
Premature Birth	2557	Female
Irritable Bowel Syndrome	731	Digestive System
Carcinoma	1341	Neoplasms
Neoplasms	1341	Neoplasms
Hepatitis	519	Digestive System
Hepatitis	611	Digestive System
Conjunctivitis	183	Eye
Head and Neck Neoplasms	1308	Neoplasms
Carcinoma	1219	Neoplasms
Neoplasms	1219	Neoplasms
Arthritis	1037	Musculoskeletal
Carcinoma	2616	Neoplasms
Hypercholesterolemia	336	Nutritional and Metabolic
Dyslipidemias	336	Nutritional and Metabolic
Leukemia	1249	Neoplasms
Macular Degeneration	1766	Eye
Autistic Disorder	791	Mental Disorders
Conjunctivitis	306	Eye
Crohn Disease	1735	Digestive System
Heart Failure	427	Cardiovascular
Crohn Disease	1096	Digestive System
Sarcoma	1917	Neoplasms
Schizophrenia	457	Mental Disorders
Acne Vulgaris	334	Skin and Connective Tissue
Primary Myelofibrosis	2744	Hemic and Lymphatic
Myeloproliferative Disorders	2744	Hemic and Lymphatic
Myelodysplastic Syndromes	915	Hemic and Lymphatic
Carcinoma	335	Neoplasms
Hepatitis	1310	Digestive System
Carcinoma	2465	Neoplasms
Carcinoma	2557	Neoplasms
Melanoma	2744	Neoplasms
Glaucoma	458	Eye
Ocular Hypertension	458	Eye
Hypertension	458	Cardiovascular
Macular Edema	945	Eye
Glioblastoma	1340	Neoplasms
Lung Diseases	792	Respiratory Tract
Carcinoma	2177	Neoplasms
Squamous Cell Carcinoma of Head and Neck	2177	Neoplasms
Hepatitis	884	Digestive System
Anxiety Disorders	212	Mental Disorders
Cognitive Dysfunction	212	Mental Disorders
Leukemia	756	Neoplasms
Neuroblastoma	2951	Neoplasms
Metabolic Syndrome	853	Nutritional and Metabolic
Coronary Artery Disease	433	Cardiovascular
Myocardial Ischemia	433	Cardiovascular
Coronary Disease	433	Cardiovascular
Acne Vulgaris	547	Skin and Connective Tissue
Adenocarcinoma	2280	Neoplasms
Mesothelioma	2280	Neoplasms
Leukemia	1614	Neoplasms
Attention Deficit Disorder with Hyperactivity	1675	Mental Disorders
Attention Deficit Disorder with Hyperactivity	488	Mental Disorders
Schizophrenia	1583	Mental Disorders
Psychotic Disorders	1583	Mental Disorders
Osteoarthritis	366	Musculoskeletal
Autistic Disorder	1980	Mental Disorders
Autistic Disorder	2922	Mental Disorders
Melanoma	701	Neoplasms
Hepatitis	912	Digestive System
Thrombocytopenia	912	Hemic and Lymphatic
Crohn Disease	639	Digestive System
Hepatitis	701	Digestive System
Neoplasms	945	Neoplasms
Carcinoma	1976	Neoplasms
Osteoarthritis	214	Musculoskeletal
Heart Failure	734	Cardiovascular
Carcinoma	547	Neoplasms
Mesothelioma	2836	Neoplasms
Leukemia	2209	Neoplasms
Keratosis	488	Skin and Connective Tissue
Arthritis	153	Musculoskeletal
Hepatitis	853	Digestive System
Dermatitis	123	Skin and Connective Tissue
Eczema	123	Skin and Connective Tissue
Arthritis	792	Musculoskeletal
Adenocarcinoma	639	Neoplasms
Hepatitis	607	Digestive System
Carcinoma	2086	Neoplasms
Leukemia	1735	Neoplasms
Hypersensitivity	184	Immune System
Leukemia	1280	Neoplasms
Arthritis	1461	Musculoskeletal
Neoplasms	2010	Neoplasms
Hypersensitivity	2511	Immune System
Leukemia	761	Neoplasms
Liver Diseases	884	Digestive System
Fatty Liver	884	Digestive System
Non-alcoholic Fatty Liver Disease	884	Digestive System
Malaria	489	Infections
Carcinoma	2192	Neoplasms
Head and Neck Neoplasms	212	Neoplasms
Dyslipidemias	274	Nutritional and Metabolic
Primary Myelofibrosis	2540	Hemic and Lymphatic
Myeloproliferative Disorders	2540	Hemic and Lymphatic
Carcinoma	1623	Neoplasms
Hypercholesterolemia	288	Nutritional and Metabolic
Malaria	939	Infections
Macular Edema	274	Eye
Melanoma	1430	Neoplasms
Motor Neuron Disease	274	Nervous System
Leukemia	853	Neoplasms
Melanoma	1461	Neoplasms
Graft vs Host Disease	2039	Immune System
Carcinoma	2175	Neoplasms
Depressive Disorder	1065	Mental Disorders
Depressive Disorder	670	Mental Disorders
Primary Myelofibrosis	1188	Hemic and Lymphatic
Arthritis	458	Musculoskeletal
Leukemia	884	Neoplasms
Carcinoma	2011	Neoplasms
Myelodysplastic Syndromes	2039	Hemic and Lymphatic
Leukemia	1766	Neoplasms
Depressive Disorder	2647	Mental Disorders
Primary Myelofibrosis	305	Hemic and Lymphatic
Hepatitis	609	Digestive System
Virus Diseases	609	Infections
Hepatitis	1188	Digestive System
Hypertension	731	Cardiovascular
Autistic Disorder	1400	Mental Disorders
Lung Diseases	118	Respiratory Tract
Crohn Disease	457	Digestive System
Hypertension	396	Cardiovascular
Liver Diseases	1127	Digestive System
Fatty Liver	1127	Digestive System
Non-alcoholic Fatty Liver Disease	1127	Digestive System
Attention Deficit Disorder with Hyperactivity	2100	Mental Disorders
Parkinson Disease	791	Nervous System
Schizophrenia	1431	Mental Disorders
Psychotic Disorders	1431	Mental Disorders
Head and Neck Neoplasms	1767	Neoplasms
Glioblastoma	1369	Neoplasms
Migraine Disorders	273	Nervous System
Hypertension	273	Cardiovascular
Adenocarcinoma	547	Neoplasms
Glioma	1583	Neoplasms
Astrocytoma	1583	Neoplasms
Lung Diseases	547	Respiratory Tract
Arthritis	519	Musculoskeletal
Hepatitis	2861	Digestive System
Carcinoma	974	Neoplasms
Depressive Disorder	1708	Mental Disorders
Epilepsy	215	Nervous System
Dermatitis	336	Skin and Connective Tissue
Eczema	336	Skin and Connective Tissue
Arthritis	304	Musculoskeletal
Malaria	122	Infections
Hypertension	1399	Cardiovascular
Leukemia	2009	Neoplasms
Dermatitis	153	Skin and Connective Tissue
Eczema	153	Skin and Connective Tissue
Tuberculosis	943	Infections
Glaucoma	396	Eye
Ocular Hypertension	396	Eye
Hypertension	396	Cardiovascular
Schizophrenia	1005	Mental Disorders
Hypercholesterolemia	1004	Nutritional and Metabolic
Psoriasis	335	Skin and Connective Tissue
Dermatitis	244	Skin and Connective Tissue
Eczema	244	Skin and Connective Tissue
Leukemia	549	Neoplasms
Malaria	884	Infections
Adenocarcinoma	1826	Neoplasms
Adenocarcinoma	2093	Neoplasms
Leukemia	1035	Neoplasms
Heart Failure	670	Cardiovascular
Macular Degeneration	214	Eye
Glioblastoma	791	Neoplasms
Astrocytoma	791	Neoplasms
Gliosarcoma	791	Neoplasms
Anemia	274	Hemic and Lymphatic
Carcinoma	884	Neoplasms
Cognitive Dysfunction	1857	Mental Disorders
Arthritis	153	Musculoskeletal
Parkinson Disease	305	Nervous System
Arthritis	1520	Musculoskeletal
Glioma	1249	Neoplasms
Carcinoma	1095	Neoplasms
Melanoma	1035	Neoplasms
Leukemia	1339	Neoplasms
Myelodysplastic Syndromes	1339	Hemic and Lymphatic
Myeloproliferative Disorders	1339	Hemic and Lymphatic
Depressive Disorder	519	Mental Disorders
Anemia	670	Hemic and Lymphatic
Arthritis	639	Musculoskeletal
Macular Degeneration	1034	Eye
Leukemia	1613	Neoplasms
Irritable Bowel Syndrome	1885	Digestive System
Adenocarcinoma	1492	Neoplasms
Carcinoma	1492	Neoplasms
Squamous Cell Carcinoma of Head and Neck	1492	Neoplasms
Heart Failure	1369	Cardiovascular
Carcinoma	1157	Neoplasms
Adenocarcinoma	1736	Neoplasms
Cardiovascular Diseases	942	Cardiovascular
Carcinoma	458	Neoplasms
Squamous Cell Carcinoma of Head and Neck	458	Neoplasms
Leukemia	2951	Neoplasms
Carcinoma	1858	Neoplasms
Carcinoma	2510	Neoplasms
Primary Myelofibrosis	2574	Hemic and Lymphatic
Tuberculosis	2710	Infections
Myelodysplastic Syndromes	2210	Hemic and Lymphatic
Myeloproliferative Disorders	2210	Hemic and Lymphatic
Keratoconjunctivitis Sicca	641	Eye
Dry Eye Syndromes	641	Eye
Graft vs Host Disease	641	Immune System
Dermatitis	791	Skin and Connective Tissue
Eczema	791	Skin and Connective Tissue
Colitis	1886	Digestive System
Schizophrenia	184	Mental Disorders
Psychotic Disorders	184	Mental Disorders
Liver Diseases	304	Digestive System
Crohn Disease	1247	Digestive System
Arthritis	1004	Musculoskeletal
Hypertension	335	Cardiovascular
Crohn Disease	1217	Digestive System
Anxiety Disorders	823	Mental Disorders
Cognitive Dysfunction	276	Mental Disorders
Carcinoma	1369	Neoplasms
Carcinoma	2481	Neoplasms
Melanoma	2568	Neoplasms
Arthritis	1034	Musculoskeletal
Depressive Disorder	899	Mental Disorders
Bipolar Disorder	899	Mental Disorders
Adenocarcinoma	2830	Neoplasms
Parkinson Disease	823	Nervous System
Macular Degeneration	972	Eye
Melanoma	1127	Neoplasms
Lung Diseases	122	Respiratory Tract
Arthritis	915	Musculoskeletal
Hypertension	761	Cardiovascular
Leukemia	1399	Neoplasms
Myelodysplastic Syndromes	1399	Hemic and Lymphatic
Graft vs Host Disease	1399	Immune System
Hepatitis	1187	Digestive System
Virus Diseases	1187	Infections
Depressive Disorder	608	Mental Disorders
Premature Birth	1430	Female
Cognitive Dysfunction	1674	Mental Disorders
Migraine Disorders	213	Nervous System
Arthritis	457	Musculoskeletal
Adenocarcinoma	1187	Neoplasms
Neoplasms	1187	Neoplasms
Neoplasms	2011	Neoplasms
Premature Birth	455	Female
Leukemia	1461	Neoplasms
Primary Myelofibrosis	974	Hemic and Lymphatic
Cognitive Dysfunction	489	Mental Disorders
Hepatitis	823	Digestive System
Liver Diseases	823	Digestive System
Leukemia	1849	Neoplasms
Leukemia	1519	Neoplasms
Myelodysplastic Syndromes	1519	Hemic and Lymphatic
Leukemia	2799	Neoplasms
Primary Myelofibrosis	1035	Hemic and Lymphatic
Coronary Artery Disease	366	Cardiovascular
Dyslipidemias	366	Nutritional and Metabolic
Coronary Artery Disease	578	Cardiovascular
Myocardial Ischemia	578	Cardiovascular
Coronary Disease	578	Cardiovascular
Heart Failure	1674	Cardiovascular
Carcinoma	1520	Neoplasms
Squamous Cell Carcinoma of Head and Neck	1520	Neoplasms
Conjunctivitis	184	Eye
Lung Diseases	213	Respiratory Tract
Carcinoma	1126	Neoplasms
Hypertension	1948	Cardiovascular
Heart Failure	1948	Cardiovascular
Adenocarcinoma	882	Neoplasms
Hepatitis	608	Digestive System
Head and Neck Neoplasms	2228	Neoplasms
Hepatitis	669	Digestive System
Leukemia	1614	Neoplasms
Depressive Disorder	962	Mental Disorders
Hepatitis	2271	Digestive System
Arthritis	609	Musculoskeletal
Head and Neck Neoplasms	2861	Neoplasms
Carcinoma	1869	Neoplasms
Depressive Disorder	701	Mental Disorders
Heart Failure	1888	Cardiovascular
Hepatitis	3742	Digestive System
Hepatitis	151	Digestive System
Carcinoma	1796	Neoplasms
Carcinoma	2161	Neoplasms
Hypercholesterolemia	2448	Nutritional and Metabolic
Leukemia	1552	Neoplasms
Myelodysplastic Syndromes	1552	Hemic and Lymphatic
Thrombocytopenia	1552	Hemic and Lymphatic
Carcinoma	1193	Neoplasms
Macular Edema	1583	Eye
Hepatitis	1034	Digestive System
Neoplasms	1035	Neoplasms
Leukemia	2284	Neoplasms
Carcinoma	1369	Neoplasms
Lung Diseases	2433	Respiratory Tract
Coronary Artery Disease	517	Cardiovascular
Coronary Disease	517	Cardiovascular
Cardiovascular Diseases	517	Cardiovascular
Neoplasms	1155	Neoplasms
Carcinoma	943	Neoplasms
Glioblastoma	1766	Neoplasms
Coronary Artery Disease	488	Cardiovascular
Osteoarthritis	183	Musculoskeletal
Myelodysplastic Syndromes	1901	Hemic and Lymphatic
Myeloproliferative Disorders	1901	Hemic and Lymphatic
Leukemia	2309	Neoplasms
Macular Degeneration	884	Eye
Primary Myelofibrosis	578	Hemic and Lymphatic
Hepatitis	243	Digestive System
Psoriasis	790	Skin and Connective Tissue
Macular Edema	639	Eye
Neoplasms	2738	Neoplasms
Hypersensitivity	2937	Immune System
Depressive Disorder	1187	Mental Disorders
Hypertension	2274	Cardiovascular
Osteoarthritis	731	Musculoskeletal
Lung Diseases	823	Respiratory Tract
Heart Diseases	1371	Cardiovascular
Myocardial Ischemia	1371	Cardiovascular
Coronary Artery Disease	1371	Cardiovascular
Cardiovascular Diseases	699	Cardiovascular
Carcinoma	882	Neoplasms
Head and Neck Neoplasms	882	Neoplasms
Squamous Cell Carcinoma of Head and Neck	882	Neoplasms
Carcinoma	853	Neoplasms
Schizophrenia	275	Mental Disorders
Psychotic Disorders	275	Mental Disorders
Glioma	1032	Neoplasms
Dyslipidemias	701	Nutritional and Metabolic
Hepatitis	701	Digestive System
Psoriasis	275	Skin and Connective Tissue
Head and Neck Neoplasms	1157	Neoplasms
Glioblastoma	1461	Neoplasms
Glioma	1461	Neoplasms
Leukemia	1431	Neoplasms
Leukemia	1858	Neoplasms
Anxiety Disorders	548	Mental Disorders
Cognitive Dysfunction	548	Mental Disorders
Crohn Disease	1096	Digestive System
Adenocarcinoma	2677	Neoplasms
Hepatitis	731	Digestive System
Head and Neck Neoplasms	1681	Neoplasms
Arthritis	670	Musculoskeletal
Keratoconjunctivitis Sicca	397	Eye
Dry Eye Syndromes	397	Eye
Carcinoma	2238	Neoplasms
Arthritis	761	Musculoskeletal
Depressive Disorder	728	Mental Disorders
Head and Neck Neoplasms	1521	Neoplasms
Squamous Cell Carcinoma of Head and Neck	1521	Neoplasms
Peripheral Nervous System Diseases	335	Nervous System
Carcinoma	1249	Neoplasms
Dermatitis	563	Skin and Connective Tissue
Eczema	563	Skin and Connective Tissue
Parkinson Disease	1674	Nervous System
Anxiety Disorders	547	Mental Disorders
Conjunctivitis	516	Eye
Crohn Disease	1552	Digestive System
Dermatitis	1339	Skin and Connective Tissue
Eczema	1339	Skin and Connective Tissue
Macular Edema	823	Eye
Leukemia	1582	Neoplasms
Adenocarcinoma	1747	Neoplasms
Adenocarcinoma	1188	Neoplasms
Macular Edema	762	Eye
Osteoarthritis	275	Musculoskeletal
Attention Deficit Disorder with Hyperactivity	243	Mental Disorders
Glaucoma	122	Eye
Ocular Hypertension	122	Eye
Hypertension	122	Cardiovascular
Glioblastoma	761	Neoplasms
Carcinoma	2068	Neoplasms
Leukemia	1729	Neoplasms
Myelodysplastic Syndromes	1729	Hemic and Lymphatic
Neoplasms	1729	Neoplasms
Acne Vulgaris	304	Skin and Connective Tissue
Autistic Disorder	701	Mental Disorders
Lung Diseases	152	Respiratory Tract
Keratosis	336	Skin and Connective Tissue
Graft vs Host Disease	335	Immune System
Osteoarthritis	1096	Musculoskeletal
Neoplasms	1127	Neoplasms
Carcinoma	1157	Neoplasms
Glioblastoma	2437	Neoplasms
Glioma	2437	Neoplasms
Gliosarcoma	2437	Neoplasms
Hepatitis	1339	Digestive System
Carcinoma	762	Neoplasms
Neuroendocrine Tumors	2588	Neoplasms
Colitis	582	Digestive System
Hypertension	731	Cardiovascular
Leukemia	1888	Neoplasms
Depressive Disorder	913	Mental Disorders
Hypertension	1552	Cardiovascular
Leukemia	1687	Neoplasms
Sarcoma	1553	Neoplasms
Attention Deficit Disorder with Hyperactivity	701	Mental Disorders
Carcinoma	1431	Neoplasms
Squamous Cell Carcinoma of Head and Neck	1431	Neoplasms
Cardiovascular Diseases	1005	Cardiovascular
Carcinoma	1979	Neoplasms
Arthritis	1278	Musculoskeletal
Acne Vulgaris	548	Skin and Connective Tissue
Psoriasis	974	Skin and Connective Tissue
Leukemia	2304	Neoplasms
Parkinson Disease	730	Nervous System
Anxiety Disorders	1156	Mental Disorders
Depressive Disorder	1156	Mental Disorders
Parkinson Disease	365	Nervous System
Carcinoma	1277	Neoplasms
Leukemia	1661	Neoplasms
Myelodysplastic Syndromes	1661	Hemic and Lymphatic
Graft vs Host Disease	1661	Immune System
Parkinson Disease	579	Nervous System
Macular Edema	706	Eye
Sarcoma	2526	Neoplasms
Neuroblastoma	2526	Neoplasms
Glaucoma	336	Eye
Ocular Hypertension	336	Eye
Hypertension	336	Cardiovascular
Glaucoma	183	Eye
Macular Degeneration	2070	Eye
Macular Edema	1766	Eye
Hypertension	762	Cardiovascular
Neoplasms	730	Neoplasms
Premature Birth	122	Female
Glioblastoma	1827	Neoplasms
Glioma	1827	Neoplasms
Parkinson Disease	274	Nervous System
Tuberculosis	366	Infections
Peripheral Nervous System Diseases	1035	Nervous System
Melanoma	1216	Neoplasms
Glaucoma	305	Eye
Ocular Hypertension	305	Eye
Hypertension	305	Cardiovascular
Glaucoma	305	Eye
Ocular Hypertension	305	Eye
Hypertension	305	Cardiovascular
Hypertension	669	Cardiovascular
Arthritis	1066	Musculoskeletal
Carcinoma	2038	Neoplasms
Hypertension	640	Cardiovascular
Depressive Disorder	619	Mental Disorders
Hepatitis	793	Digestive System
Hepatitis	792	Digestive System
Colitis	457	Digestive System
Keratosis	243	Skin and Connective Tissue
Hepatitis	608	Digestive System
Leukemia	1371	Neoplasms
Neoplasms	2067	Neoplasms
Leukemia	2555	Neoplasms
Glioma	792	Neoplasms
Carcinoma	1492	Neoplasms
Neoplasms	1492	Neoplasms
Colitis	1713	Digestive System
Leukemia	1157	Neoplasms
Acne Vulgaris	182	Skin and Connective Tissue
Dermatitis	397	Skin and Connective Tissue
Eczema	397	Skin and Connective Tissue
Conjunctivitis	304	Eye
Leukemia	1622	Neoplasms
Carcinoma	2375	Neoplasms
Hypertension	366	Cardiovascular
Glioma	790	Neoplasms
Astrocytoma	790	Neoplasms
Epilepsy	1767	Nervous System
Arthritis	489	Musculoskeletal
Cognitive Dysfunction	396	Mental Disorders
Malaria	365	Infections
Psoriasis	634	Skin and Connective Tissue
Hepatitis	518	Digestive System
Psoriasis	700	Skin and Connective Tissue
Hypertension	2451	Cardiovascular
Neoplasms	3246	Neoplasms
Mesothelioma	1188	Neoplasms
Leukemia	1857	Neoplasms
Motor Neuron Disease	121	Nervous System
Osteoarthritis	304	Musculoskeletal
Osteoarthritis	123	Musculoskeletal
Graft vs Host Disease	2040	Immune System
Carcinoma	1186	Neoplasms
Leukemia	1612	Neoplasms
Myelodysplastic Syndromes	1612	Hemic and Lymphatic
Thrombocytopenia	1612	Hemic and Lymphatic
Schizophrenia	701	Mental Disorders
Cognitive Dysfunction	701	Mental Disorders
Schizophrenia	456	Mental Disorders
Psychotic Disorders	456	Mental Disorders
Cognitive Dysfunction	2312	Mental Disorders
Dermatitis	396	Skin and Connective Tissue
Hypertension	2345	Cardiovascular
Primary Myelofibrosis	730	Hemic and Lymphatic
Leukemia	1279	Neoplasms
Graft vs Host Disease	1192	Immune System
Malaria	152	Infections
Depressive Disorder	731	Mental Disorders
Carcinoma	1370	Neoplasms
Hepatitis	1853	Digestive System
Carcinoma	2556	Neoplasms
Neoplasms	1371	Neoplasms
Arthritis	778	Musculoskeletal
Glaucoma	2680	Eye
